connector,pin,col,row,signal
Conn1,G11,G,11,S7_RX5N
Conn1,H11,H,11,GND
Conn1,J11,J,11,S7_RX6N
Conn1,K11,K,11,GND
Conn1,L11,L,11,S7_RX11N
Conn1,A12,A,12,S7_TX5P
Conn1,B12,B,12,GND
Conn1,C12,C,12,S7_TX6P
Conn1,D12,D,12,GND
Conn1,E12,E,12,S7_TX11P
Conn1,F12,F,12,GND
Conn1,G12,G,12,S7_RX5P
Conn1,H12,H,12,GND
Conn1,J12,J,12,S7_RX6P
Conn1,K12,K,12,GND
Conn1,L12,L,12,S7_RX11P
Conn1,A13,A,13,GND
Conn1,B13,B,13,S7_TX4N
Conn1,C13,C,13,GND
Conn1,D13,D,13,S7_TX10N
Conn1,E13,E,13,GND
Conn1,F13,F,13,TEST10
Conn1,G13,G,13,GND
Conn1,H13,H,13,S7_RX4N
Conn1,J13,J,13,GND
Conn1,K13,K,13,S7_RX10N
Conn1,L13,L,13,GND
Conn1,A14,A,14,GND
Conn1,B14,B,14,S7_TX4P
Conn1,C14,C,14,GND
Conn1,D14,D,14,S7_TX10P
Conn1,E14,E,14,GND
Conn1,F14,F,14,TEST11
Conn1,G14,G,14,GND
Conn1,H14,H,14,S7_RX4P
Conn1,J14,J,14,GND
Conn1,K14,K,14,S7_RX10P
Conn1,L14,L,14,GND
Conn1,A15,A,15,S7_TX2N
Conn1,B15,B,15,GND
Conn1,C15,C,15,S7_TX3N
Conn1,D15,D,15,GND
Conn1,E15,E,15,S7_TX9N
Conn1,F15,F,15,GND
Conn1,G15,G,15,S7_RX2N
Conn1,H15,H,15,GND
Conn1,J15,J,15,S7_RX3N
Conn1,K15,K,15,GND
Conn1,L15,L,15,S7_RX9N
Conn1,A16,A,16,S7_TX2P
Conn1,B16,B,16,GND
Conn1,C16,C,16,S7_TX3P
Conn1,D16,D,16,GND
Conn1,E16,E,16,S7_TX9P
Conn1,F16,F,16,GND
Conn1,G16,G,16,S7_RX2P
Conn1,H16,H,16,GND
Conn1,J16,J,16,S7_RX3P
Conn1,K16,K,16,GND
Conn1,L16,L,16,S7_RX9P
Conn1,A17,A,17,GND
Conn1,B17,B,17,S7_TX1N
Conn1,C17,C,17,GND
Conn1,D17,D,17,S7_TX8N
Conn1,E17,E,17,GND
Conn1,F17,F,17,TEST12
Conn1,G17,G,17,GND
Conn1,H17,H,17,S7_RX1N
Conn1,J17,J,17,GND
Conn1,K17,K,17,S7_RX8N
Conn1,L17,L,17,GND
Conn1,A18,A,18,GND
Conn1,B18,B,18,S7_TX1P
Conn1,C18,C,18,GND
Conn1,D18,D,18,S7_TX8P
Conn1,E18,E,18,GND
Conn1,F18,F,18,TEST13
Conn1,G18,G,18,GND
Conn1,H18,H,18,S7_RX1P
Conn1,J18,J,18,GND
Conn1,K18,K,18,S7_RX8P
Conn1,L18,L,18,GND
Conn1,A19,A,19,S7_TX0N
Conn1,B19,B,19,GND
Conn1,C19,C,19,S6_TX0N
Conn1,D19,D,19,GND
Conn1,E19,E,19,S6_TX8N
Conn1,F19,F,19,GND
Conn1,G19,G,19,S7_RX0N
Conn1,H19,H,19,GND
Conn1,J19,J,19,S6_RX0N
Conn1,K19,K,19,GND
Conn1,L19,L,19,S6_RX8N
Conn1,A20,A,20,S7_TX0P
Conn1,B20,B,20,GND
Conn1,C20,C,20,S6_TX0P
Conn1,D20,D,20,GND
Conn1,E20,E,20,S6_TX8P
Conn1,F20,F,20,GND
Conn1,G20,G,20,S7_RX0P
Conn1,H20,H,20,GND
Conn1,J20,J,20,S6_RX0P
Conn1,K20,K,20,GND
Conn1,L20,L,20,S6_RX8P
Conn1,A21,A,21,GND
Conn1,B21,B,21,S6_TX1N
Conn1,C21,C,21,GND
Conn1,D21,D,21,S6_TX9N
Conn1,E21,E,21,GND
Conn1,F21,F,21,TEST14
Conn1,G21,G,21,GND
Conn1,H21,H,21,S6_RX1N
Conn1,J21,J,21,GND
Conn1,K21,K,21,S6_RX9N
Conn1,L21,L,21,GND
Conn1,A22,A,22,GND
Conn1,B22,B,22,S6_TX1P
Conn1,C22,C,22,GND
Conn1,D22,D,22,S6_TX9P
Conn1,E22,E,22,GND
Conn1,F22,F,22,RFU
Conn1,G22,G,22,GND
Conn1,H22,H,22,S6_RX1P
Conn1,J22,J,22,GND
Conn1,K22,K,22,S6_RX9P
Conn1,L22,L,22,GND
Conn1,A23,A,23,S6_TX3N
Conn1,B23,B,23,GND
Conn1,C23,C,23,S6_TX2N
Conn1,D23,D,23,GND
Conn1,E23,E,23,S6_TX10N
Conn1,F23,F,23,GND
Conn1,G23,G,23,S6_RX3N
Conn1,H23,H,23,GND
Conn1,J23,J,23,S6_RX2N
Conn1,K23,K,23,GND
Conn1,L23,L,23,S6_RX10N
Conn1,A24,A,24,S6_TX3P
Conn1,B24,B,24,GND
Conn1,C24,C,24,S6_TX2P
Conn1,D24,D,24,GND
Conn1,E24,E,24,S6_TX10P
Conn1,F24,F,24,GND
Conn1,G24,G,24,S6_RX3P
Conn1,H24,H,24,GND
Conn1,J24,J,24,S6_RX2P
Conn1,K24,K,24,GND
Conn1,L24,L,24,S6_RX10P
Conn1,A25,A,25,GND
Conn1,B25,B,25,S6_TX4N
Conn1,C25,C,25,GND
Conn1,D25,D,25,S6_TX11N
Conn1,E25,E,25,GND
Conn1,F25,F,25,PWRRDT#0
Conn1,G25,G,25,GND
Conn1,H25,H,25,S6_RX4N
Conn1,J25,J,25,GND
Conn1,K25,K,25,S6_RX11N
Conn1,L25,L,25,GND
Conn1,A26,A,26,GND
Conn1,B26,B,26,S6_TX4P
Conn1,C26,C,26,GND
Conn1,D26,D,26,S6_TX11P
Conn1,E26,E,26,GND
Conn1,F26,F,26,PWRRDT#1
Conn1,G26,G,26,GND
Conn1,H26,H,26,S6_RX4P
Conn1,J26,J,26,GND
Conn1,K26,K,26,S6_RX11P
Conn1,L26,L,26,GND
Conn1,A27,A,27,S6_TX5N
Conn1,B27,B,27,GND
Conn1,C27,C,27,S6_TX13N
Conn1,D27,D,27,GND
Conn1,E27,E,27,S6_TX12N
Conn1,F27,F,27,GND
Conn1,G27,G,27,S6_RX6N
Conn1,H27,H,27,GND
Conn1,J27,J,27,S6_RX5N
Conn1,K27,K,27,GND
Conn1,L27,L,27,S6_RX12N
Conn1,A28,A,28,S6_TX5P
Conn1,B28,B,28,GND
Conn1,C28,C,28,S6_TX13P
Conn1,D28,D,28,GND
Conn1,E28,E,28,S6_TX12P
Conn1,F28,F,28,GND
Conn1,G28,G,28,S6_RX6P
Conn1,H28,H,28,GND
Conn1,J28,J,28,S6_RX5P
Conn1,K28,K,28,GND
Conn1,L28,L,28,S6_RX12P
Conn1,A29,A,29,GND
Conn1,B29,B,29,S6_TX6N
Conn1,C29,C,29,GND
Conn1,D29,D,29,S6_TX14N
Conn1,E29,E,29,GND
Conn1,F29,F,29,RFU
Conn1,G29,G,29,GND
Conn1,H29,H,29,S6_RX7N
Conn1,J29,J,29,GND
Conn1,K29,K,29,S6_RX13N
Conn1,L29,L,29,GND
Conn1,A30,A,30,GND
Conn1,B30,B,30,S6_TX6P
Conn1,C30,C,30,GND
Conn1,D30,D,30,S6_TX14P
Conn1,E30,E,30,GND
Conn1,F30,F,30,RFU
Conn1,G30,G,30,GND
Conn1,H30,H,30,S6_RX7P
Conn1,J30,J,30,GND
Conn1,K30,K,30,S6_RX13P
Conn1,L30,L,30,GND
Conn1,A31,A,31,S6_TX7N
Conn1,B31,B,31,GND
Conn1,C31,C,31,S6_TX15N
Conn1,D31,D,31,GND
Conn1,E31,E,31,RFU
Conn1,F31,F,31,GND
Conn1,G31,G,31,RFU
Conn1,H31,H,31,GND
Conn1,J31,J,31,S6_RX15N
Conn1,K31,K,31,GND
Conn1,L31,L,31,S6_RX14N
Conn1,A32,A,32,S6_TX7P
Conn1,B32,B,32,GND
Conn1,C32,C,32,S6_TX15P
Conn1,D32,D,32,GND
Conn1,E32,E,32,RFU
Conn1,F32,F,32,GND
Conn1,G32,G,32,RFU
Conn1,H32,H,32,GND
Conn1,J32,J,32,S6_RX15P
Conn1,K32,K,32,GND
Conn1,L32,L,32,S6_RX14P
Conn1,A33,A,33,GND
Conn1,B33,B,33,S5_TX0N
Conn1,C33,C,33,GND
Conn1,D33,D,33,S5_TX8N
Conn1,E33,E,33,GND
Conn1,F33,F,33,RFU
Conn1,G33,G,33,GND
Conn1,H33,H,33,S5_RX0N
Conn1,J33,J,33,GND
Conn1,K33,K,33,S5_RX8N
Conn1,L33,L,33,GND
Conn1,A34,A,34,GND
Conn1,B34,B,34,S5_TX0P
Conn1,C34,C,34,GND
Conn1,D34,D,34,S5_TX8P
Conn1,E34,E,34,GND
Conn1,F34,F,34,RFU
Conn1,G34,G,34,GND
Conn1,H34,H,34,S5_RX0P
Conn1,J34,J,34,GND
Conn1,K34,K,34,S5_RX8P
Conn1,L34,L,34,GND
Conn1,A35,A,35,S5_TX2N
Conn1,B35,B,35,GND
Conn1,C35,C,35,S5_TX1N
Conn1,D35,D,35,GND
Conn1,E35,E,35,S5_TX9N
Conn1,F35,F,35,GND
Conn1,G35,G,35,S5_RX2N
Conn1,H35,H,35,GND
Conn1,J35,J,35,S5_RX1N
Conn1,K35,K,35,GND
Conn1,L35,L,35,S5_RX9N
Conn1,A36,A,36,S5_TX2P
Conn1,B36,B,36,GND
Conn1,C36,C,36,S5_TX1P
Conn1,D36,D,36,GND
Conn1,E36,E,36,S5_TX9P
Conn1,F36,F,36,GND
Conn1,G36,G,36,S5_RX2P
Conn1,H36,H,36,GND
Conn1,J36,J,36,S5_RX1P
Conn1,K36,K,36,GND
Conn1,L36,L,36,S5_RX9P
Conn1,A37,A,37,GND
Conn1,B37,B,37,S5_TX3N
Conn1,C37,C,37,GND
Conn1,D37,D,37,S5_TX10N
Conn1,E37,E,37,GND
Conn1,F37,F,37,RFU
Conn1,G37,G,37,GND
Conn1,H37,H,37,S5_RX3N
Conn1,J37,J,37,GND
Conn1,K37,K,37,S5_RX10N
Conn1,L37,L,37,GND
Conn1,A38,A,38,GND
Conn1,B38,B,38,S5_TX3P
Conn1,C38,C,38,GND
Conn1,D38,D,38,S5_TX10P
Conn1,E38,E,38,GND
Conn1,F38,F,38,RFU
Conn1,G38,G,38,GND
Conn1,H38,H,38,S5_RX3P
Conn1,J38,J,38,GND
Conn1,K38,K,38,S5_RX10P
Conn1,L38,L,38,GND
Conn1,A39,A,39,S5_TX4N
Conn1,B39,B,39,GND
Conn1,C39,C,39,S5_TX11N
Conn1,D39,D,39,GND
Conn1,E39,E,39,RFU
Conn1,F39,F,39,GND
Conn1,G39,G,39,S5_RX5N
Conn1,H39,H,39,GND
Conn1,J39,J,39,S5_RX4N
Conn1,K39,K,39,GND
Conn1,L39,L,39,S5_RX11N
Conn1,A40,A,40,S5_TX4P
Conn1,B40,B,40,GND
Conn1,C40,C,40,S5_TX11P
Conn1,D40,D,40,GND
Conn1,E40,E,40,RFU
Conn1,F40,F,40,GND
Conn1,G40,G,40,S5_RX5P
Conn1,H40,H,40,GND
Conn1,J40,J,40,S5_RX4P
Conn1,K40,K,40,GND
Conn1,L40,L,40,S5_RX11P
Conn1,A41,A,41,GND
Conn1,B41,B,41,S5_TX5N
Conn1,C41,C,41,GND
Conn1,D41,D,41,S5_TX12N
Conn1,E41,E,41,GND
Conn1,F41,F,41,RFU
Conn1,G41,G,41,GND
Conn1,H41,H,41,S5_RX6N
Conn1,J41,J,41,GND
Conn1,K41,K,41,S5_RX12N
Conn1,L41,L,41,GND
Conn1,A42,A,42,GND
Conn1,B42,B,42,S5_TX5P
Conn1,C42,C,42,GND
Conn1,D42,D,42,S5_TX12P
Conn1,E42,E,42,GND
Conn1,F42,F,42,RFU
Conn1,G42,G,42,GND
Conn1,H42,H,42,S5_RX6P
Conn1,J42,J,42,GND
Conn1,K42,K,42,S5_RX12P
Conn1,L42,L,42,GND
Conn1,A43,A,43,S5_TX6N
Conn1,B43,B,43,GND
Conn1,C43,C,43,S5_TX14N
Conn1,D43,D,43,GND
Conn1,E43,E,43,S5_TX13N
Conn1,F43,F,43,GND
Conn1,G43,G,43,S5_RX7N
Conn1,H43,H,43,GND
Conn1,J43,J,43,S5_RX14N
Conn1,K43,K,43,GND
Conn1,L43,L,43,S5_RX13N
Conn1,A44,A,44,S5_TX6P
Conn1,B44,B,44,GND
Conn1,C44,C,44,S5_TX14P
Conn1,D44,D,44,GND
Conn1,E44,E,44,S5_TX13P
Conn1,F44,F,44,GND
Conn1,G44,G,44,S5_RX7P
Conn1,H44,H,44,GND
Conn1,J44,J,44,S5_RX14P
Conn1,K44,K,44,GND
Conn1,L44,L,44,S5_RX13P
Conn1,A45,A,45,GND
Conn1,B45,B,45,S5_TX7N
Conn1,C45,C,45,GND
Conn1,D45,D,45,S5_TX15N
Conn1,E45,E,45,GND
Conn1,F45,F,45,RFU
Conn1,G45,G,45,GND
Conn1,H45,H,45,AUX_156M_REFCLKP
Conn1,J45,J,45,GND
Conn1,K45,K,45,S5_RX15N
Conn1,L45,L,45,GND
Conn1,A46,A,46,GND
Conn1,B46,B,46,S5_TX7P
Conn1,C46,C,46,GND
Conn1,D46,D,46,S5_TX15P
Conn1,E46,E,46,GND
Conn1,F46,F,46,LINK_CONFIG[4]
Conn1,G46,G,46,GND
Conn1,H46,H,46,AUX_156M_REFCLKN
Conn1,J46,J,46,GND
Conn1,K46,K,46,S5_RX15P
Conn1,L46,L,46,GND
Conn1,A47,A,47,S4_TX1N
Conn1,B47,B,47,GND
Conn1,C47,C,47,S4_TX0N
Conn1,D47,D,47,GND
Conn1,E47,E,47,S4_TX8N
Conn1,F47,F,47,GND
Conn1,G47,G,47,S4_RX0N
Conn1,H47,H,47,GND
Conn1,J47,J,47,S4_RX9N
Conn1,K47,K,47,GND
Conn1,L47,L,47,S4_RX8N
Conn1,A48,A,48,S4_TX1P
Conn1,B48,B,48,GND
Conn1,C48,C,48,S4_TX0P
Conn1,D48,D,48,GND
Conn1,E48,E,48,S4_TX8P
Conn1,F48,F,48,GND
Conn1,G48,G,48,S4_RX0P
Conn1,H48,H,48,GND
Conn1,J48,J,48,S4_RX9P
Conn1,K48,K,48,GND
Conn1,L48,L,48,S4_RX8P
Conn1,A49,A,49,GND
Conn1,B49,B,49,S4_TX2N
Conn1,C49,C,49,GND
Conn1,D49,D,49,S4_TX9N
Conn1,E49,E,49,GND
Conn1,F49,F,49,LINK_CONFIG[3]
Conn1,G49,G,49,GND
Conn1,H49,H,49,S4_RX1N
Conn1,J49,J,49,GND
Conn1,K49,K,49,S4_RX10N
Conn1,L49,L,49,GND
Conn1,A50,A,50,GND
Conn1,B50,B,50,S4_TX2P
Conn1,C50,C,50,GND
Conn1,D50,D,50,S4_TX9P
Conn1,E50,E,50,GND
Conn1,F50,F,50,LINK_CONFIG[2]
Conn1,G50,G,50,GND
Conn1,H50,H,50,S4_RX1P
Conn1,J50,J,50,GND
Conn1,K50,K,50,S4_RX10P
Conn1,L50,L,50,GND
Conn1,A51,A,51,S4_TX3N
Conn1,B51,B,51,GND
Conn1,C51,C,51,S4_TX11N
Conn1,D51,D,51,GND
Conn1,E51,E,51,S4_TX10N
Conn1,F51,F,51,GND
Conn1,G51,G,51,S4_RX2N
Conn1,H51,H,51,GND
Conn1,J51,J,51,S4_RX12N
Conn1,K51,K,51,GND
Conn1,L51,L,51,S4_RX11N
Conn1,A52,A,52,S4_TX3P
Conn1,B52,B,52,GND
Conn1,C52,C,52,S4_TX11P
Conn1,D52,D,52,GND
Conn1,E52,E,52,S4_TX10P
Conn1,F52,F,52,GND
Conn1,G52,G,52,S4_RX2P
Conn1,H52,H,52,GND
Conn1,J52,J,52,S4_RX12P
Conn1,K52,K,52,GND
Conn1,L52,L,52,S4_RX11P
Conn1,A53,A,53,GND
Conn1,B53,B,53,S4_TX4N
Conn1,C53,C,53,GND
Conn1,D53,D,53,S4_TX12N
Conn1,E53,E,53,GND
Conn1,F53,F,53,LINK_CONFIG[1]
Conn1,G53,G,53,GND
Conn1,H53,H,53,S4_RX3N
Conn1,J53,J,53,GND
Conn1,K53,K,53,S4_RX13N
Conn1,L53,L,53,GND
Conn1,A54,A,54,GND
Conn1,B54,B,54,S4_TX4P
Conn1,C54,C,54,GND
Conn1,D54,D,54,S4_TX12P
Conn1,E54,E,54,GND
Conn1,F54,F,54,LINK_CONFIG[0]
Conn1,G54,G,54,GND
Conn1,H54,H,54,S4_RX3P
Conn1,J54,J,54,GND
Conn1,K54,K,54,S4_RX13P
Conn1,L54,L,54,GND
Conn1,A55,A,55,S4_TX5N
Conn1,B55,B,55,GND
Conn1,C55,C,55,S4_TX14N
Conn1,D55,D,55,GND
Conn1,E55,E,55,S4_TX13N
Conn1,F55,F,55,GND
Conn1,G55,G,55,SCALE_DEBUG_EN
Conn1,H55,H,55,GND
Conn1,J55,J,55,S4_RX4N
Conn1,K55,K,55,GND
Conn1,L55,L,55,S4_RX14N
Conn1,A56,A,56,S4_TX5P
Conn1,B56,B,56,GND
Conn1,C56,C,56,S4_TX14P
Conn1,D56,D,56,GND
Conn1,E56,E,56,S4_TX13P
Conn1,F56,F,56,GND
Conn1,G56,G,56,DEBUG_PORT_PRSNT#
Conn1,H56,H,56,GND
Conn1,J56,J,56,S4_RX4P
Conn1,K56,K,56,GND
Conn1,L56,L,56,S4_RX14P
Conn1,A57,A,57,GND
Conn1,B57,B,57,S4_TX6N
Conn1,C57,C,57,GND
Conn1,D57,D,57,S4_TX15N
Conn1,E57,E,57,GND
Conn1,F57,F,57,PLINK_CAP
Conn1,G57,G,57,GND
Conn1,H57,H,57,S4_RX5N
Conn1,J57,J,57,GND
Conn1,K57,K,57,S4_RX15N
Conn1,L57,L,57,GND
Conn1,A58,A,58,GND
Conn1,B58,B,58,S4_TX6P
Conn1,C58,C,58,GND
Conn1,D58,D,58,S4_TX15P
Conn1,E58,E,58,GND
Conn1,F58,F,58,DWN_PERST#
Conn1,G58,G,58,GND
Conn1,H58,H,58,S4_RX5P
Conn1,J58,J,58,GND
Conn1,K58,K,58,S4_RX15P
Conn1,L58,L,58,GND
Conn1,A59,A,59,S4_TX7N
Conn1,B59,B,59,GND
Conn1,C59,C,59,RFU
Conn1,D59,D,59,GND
Conn1,E59,E,59,DWN_REFCLKP
Conn1,F59,F,59,GND
Conn1,G59,G,59,S4_RX7N
Conn1,H59,H,59,GND
Conn1,J59,J,59,S4_RX6N
Conn1,K59,K,59,GND
Conn1,L59,L,59,JTAG1 _TRST
Conn1,A60,A,60,S4_TX7P
Conn1,B60,B,60,GND
Conn1,C60,C,60,RFU
Conn1,D60,D,60,GND
Conn1,E60,E,60,DWN_REFCLKN
Conn1,F60,F,60,GND
Conn1,G60,G,60,S4_RX7P
Conn1,H60,H,60,GND
Conn1,J60,J,60,S4_RX6P
Conn1,K60,K,60,GND
Conn1,L60,L,60,JTAG1 _TMS
Conn1,A61,A,61,GND
Conn1,B61,B,61,PE_BIF[1]
Conn1,C61,C,61,GND
Conn1,D61,D,61,MNGMT_LINK0TN
Conn1,E61,E,61,GND
Conn1,F61,F,61,AUX_100M_REFCLKP
Conn1,G61,G,61,GND
Conn1,H61,H,61,MNGMT_LINK0RN
Conn1,J61,J,61,GND
Conn1,K61,K,61,JTAG1 _TCK
Conn1,L61,L,61,GND
Conn1,A62,A,62,GND
Conn1,B62,B,62,PE_BIF[0]
Conn1,C62,C,62,GND
Conn1,D62,D,62,MNGMT_LINK0TP
Conn1,E62,E,62,GND
Conn1,F62,F,62,AUX_100M_REFCLKN
Conn1,G62,G,62,GND
Conn1,H62,H,62,MNGMT_LINK0RP
Conn1,J62,J,62,GND
Conn1,K62,K,62,JTAG1 _TDO
Conn1,L62,L,62,GND
Conn1,C63,C,63,PRSNT1#
Conn1,D63,D,63,GND
Conn1,E63,E,63,MNGMT_LINK1TP
Conn1,F63,F,63,GND
Conn1,G63,G,63,MNGMT_LINK1RP
Conn1,H63,H,63,GND
Conn1,J63,J,63,JTAG1 _TDI
Conn1,C64,C,64,THERMTRIP#
Conn1,D64,D,64,GND
Conn1,E64,E,64,MNGMT_LINK1TN
Conn1,F64,F,64,GND
Conn1,G64,G,64,MNGMT_LINK1RN
Conn1,H64,H,64,GND
Conn1,J64,J,64,RFU
